UniqueID,loan_default
655269,0.40579141507429783
723482,0.47624772746692784
758529,0.48074508000376226
763449,0.49192761934481827
708663,0.46115798014182996
725530,0.6108585967161844
708592,0.5897795698626909
714975,0.4068874849917941
712795,0.5031960416384117
708656,0.5144336157257993
712520,0.2682093133764917
753695,0.5420052885656974
708646,0.4870755050790845
730225,0.29978981191339604
714877,0.4118830728929317
769166,0.5622104855587029
710254,0.24700205841765552
708812,0.5424414554178595
726172,0.5683257770035199
716959,0.3665726657061943
725935,0.564596873260367
736039,0.640443776494267
748400,0.745812780575995
753652,0.4702782106782396
695108,0.2968643735062181
695320,0.12552549730213935
662145,0.4108912201141624
688068,0.06623435614508412
662099,0.16144109664179462
723985,0.2167887485936756
757491,0.195912893588016
688610,0.2227175592070792
733285,0.17744141435663274
722392,0.14502938271333748
689941,0.215345001134719
662086,0.10035418809270888
662336,0.15524829643102372
662373,0.2028720083188161
662111,0.12092819396999951
711459,0.0897486241561577
662098,0.1569893942313162
729627,0.1438871035272257
729023,0.15937076813390433
698148,0.19142248188619437
662059,0.22691163549450302
662318,0.16316375637433062
662400,0.05984380007843987
745881,0.20888816087583237
707400,0.06846374152208003
665203,0.3823986419338773
662265,0.3117088590298135
724712,0.1662192733870929
662430,0.24060703404200795
662431,0.3286601573830815
718315,0.28233578208776045
733477,0.4200961506595236
727178,0.26095827033835334
709205,0.06595574057381895
760975,0.20262924831930282
728884,0.10478266949674689
697644,0.2885435452338959
766710,0.3492253568661239
743227,0.1431650683947218
728888,0.36758555500795853
760702,0.28501579475759453
677241,0.45195946706338164
728922,0.1754649320498976
728655,0.23760473844961788
751372,0.4723198147870359
741935,0.20514714083948027
728307,0.2649283395125143
717735,0.4238936770683023
702566,0.23500870622438108
757194,0.2427296238174445
727264,0.4204101859989982
767201,0.32140951982333366
756322,0.148689709848056
728833,0.1890889247260283
710833,0.6910360094979333
742470,0.29329613691431544
697634,0.47251590186034476
702435,0.4392639447284945
761300,0.4008945271984062
734035,0.33168318267381686
728916,0.4929264958507936
728234,0.3899095128052501
747459,0.3734501763652618
742464,0.3128973541315317
728178,0.5627063338600045
756405,0.31994602055370003
729226,0.36000249220469177
729812,0.5000473739450004
761338,0.40281188517313576
710494,0.3671485058182959
764460,0.291612568962345
710622,0.2909664728998601
756779,0.3649259941791498
712028,0.3927741951998565
756503,0.26125148678462584
767068,0.3068616157781646
756908,0.4186745282868294
756887,0.4053836378866822
766830,0.3381839922015112
750180,0.34732405619410467
654130,0.3454797394305539
718310,0.30402940292358416
710116,0.361821576249669
718090,0.21040609167039231
717738,0.1330938180238616
717763,0.26016847342860283
718122,0.42109490801718397
756482,0.29566912440872717
654116,0.31026444768007344
756860,0.14546304103105573
