UniqueID,loan_default
655269,0.4094259900334901
723482,0.40915042814907066
758529,0.4387079296991109
763449,0.46113301740002904
708663,0.47997008806149133
725530,0.5521799785034929
708592,0.5437955391503383
714975,0.38190518321224
712795,0.500183137189081
708656,0.4498819601548313
712520,0.24259071927011022
753695,0.5007555840559144
708646,0.3715949976051705
730225,0.3115003099378304
714877,0.38864474796994203
769166,0.5409699690174171
710254,0.22445183419155926
708812,0.5301339564780475
726172,0.5047654689272607
716959,0.407194374116033
725935,0.5370479923983018
736039,0.6047116980917445
748400,0.7146689267979364
753652,0.4288055645742402
695108,0.2873070106831919
695320,0.11649863340710649
662145,0.37337836143722836
688068,0.06124827035717807
662099,0.1650851053137346
723985,0.24284599645570254
757491,0.19906113694035324
688610,0.2598912259941103
733285,0.1771287386164094
722392,0.16708476521545695
689941,0.21929299807448843
662086,0.12182020332407584
662336,0.15686862013011185
662373,0.24430895209687317
662111,0.09757121853819799
711459,0.09075869177057388
662098,0.1853220827862513
729627,0.17032356381192026
729023,0.17308714687894308
698148,0.19949202091190088
662059,0.22482079505458058
662318,0.1618129513530582
662400,0.07181710968202759
745881,0.24254355122727858
707400,0.07257328753722538
665203,0.38994304815421665
662265,0.3106809069601485
724712,0.15866204508108772
662430,0.2545258628683579
662431,0.34779294491000234
718315,0.2785153404938564
733477,0.42850811565664626
727178,0.25088654775874353
709205,0.055231974826605836
760975,0.23462424189059927
728884,0.11364058896472481
697644,0.3184311203840367
766710,0.3822413094313834
743227,0.1484410599655405
728888,0.3464261103664564
760702,0.2821081644669307
677241,0.45221479967447653
728922,0.17555106365707793
728655,0.24792680557705354
751372,0.40196279084005804
741935,0.2445076186824658
728307,0.29631453347416264
717735,0.3779568373915928
702566,0.17901269084517016
757194,0.2115390622675266
727264,0.3693262711522163
767201,0.2817357491526818
756322,0.12620078358938835
728833,0.20737213641031835
710833,0.6532269443640291
742470,0.28536361579029
697634,0.4961732165442495
702435,0.40449485633264703
761300,0.35231686072330837
734035,0.3035504543355735
728916,0.4507688672137082
728234,0.37421945173216403
747459,0.3875508399512404
742464,0.26508395677382307
728178,0.548987911785744
756405,0.3311145708698887
729226,0.2854664398310862
729812,0.4626326044099079
761338,0.3429493989983372
710494,0.3296828283689768
764460,0.2209108697059925
710622,0.33905565704367957
756779,0.32095889817655976
712028,0.38492117371549306
756503,0.22257733281066364
767068,0.309255682330723
756908,0.41427227623276597
756887,0.3836180958980779
766830,0.3040811306667687
750180,0.3081856950160949
654130,0.3367593811334141
718310,0.32245240006758646
710116,0.2852099199073215
718090,0.22124010548644044
717738,0.13841746054504328
717763,0.28723039588921784
718122,0.36338102368900105
756482,0.2622669937204929
654116,0.27166244787316524
756860,0.14851084065775672
718369,0.1966621621035959
756598,0.25504297988414776
717871,0.3745048171819688
768065,0.28166566337676835
718014,0.33339078265167177
754576,0.3358964465588795
738611,0.40679321898292686
757087,0.2965005742699328
766961,0.30815402572086886
717826,0.3205809136362013
717843,0.2770191447523387
715776,0.33190001056396035
721686,0.24743917219307637
717640,0.2081255506708904
718049,0.41920028418071525
756661,0.46901617207490254
757067,0.3709669634154692
766290,0.35628493100451203
764814,0.33734988687141054
766918,0.4283395907541302
718041,0.39323272494895256
710788,0.3894170685180903
767614,0.271890018950231
757168,0.09900882719417202
690608,0.5529469714237607
692926,0.21162776321307036
691329,0.08328360125076871
683899,0.20529969471378834
691102,0.09789497873232192
758084,0.19479105154439283
695277,0.1339635276253282
680791,0.41098424498594666
739107,0.4977601998077869
719142,0.27617206338495703
693504,0.3233867880695477
739745,0.2145265288399147
691131,0.07346648708014152
766835,0.10875041749600833
689547,0.16383352771439436
719266,0.2087460702979272
681174,0.19681735172229814
710506,0.29448680324622006
708686,0.16491060983484532
739254,0.20682822352549146
684079,0.1012958830980615
745880,0.35040152285976134
680848,0.2722836175891262
692316,0.2994391246832397
739169,0.1877562494655653
757097,0.1604361588694166
683767,0.06448993202567616
682686,0.1978300044438163
681184,0.3097759326180659
719076,0.13494660073811235
739539,0.17115218231726176
693069,0.10814443701141796
689637,0.27703657446033947
719214,0.2641704984313332
680936,0.18421255328502406
766344,0.34448542566841456
729262,0.26748774934748776
766080,0.05582467261965918
729137,0.37750018287120446
729147,0.38731806113028366
754653,0.2326446159119467
729006,0.24939263393705194
721015,0.3477095657515264
743861,0.17362254904413715
724054,0.25638054861240495
710959,0.1554181021768605
755247,0.32292748761828105
729097,0.5016959879836254
728996,0.3350410480920694
728557,0.20998085311000678
739664,0.19924667469606988
766297,0.3725681950085431
753448,0.2871613810033108
766357,0.34405106856679535
746654,0.3561261066795399
703653,0.24642646776908506
729025,0.2708337437492908
730115,0.29117913005310936
759298,0.139766553198185
766104,0.38523376528193987
711093,0.1728918873605961
766735,0.5449036400699724
710969,0.13884577899601347
766145,0.43593108170961725
729062,0.27817894326794523
744371,0.2961502838622777
747659,0.2721434793215959
662312,0.47251334792574096
761597,0.25137859504831306
766813,0.5437614930888945
663407,0.45406160085463265
668048,0.1555567262951068
663839,0.32070530290849525
679710,0.3669445901699995
669243,0.37825058167629355
657976,0.4050769857672476
663606,0.3669300257752157
657988,0.393327492436649
759622,0.18849460087478767
759821,0.359996560665618
662711,0.44873926171491607
665807,0.28437142840115526
657990,0.21560476974109025
675964,0.3316042864999717
663616,0.14392406446601222
668162,0.4021136493032806
662639,0.30961593195690157
678807,0.209804702336498
662184,0.5363372915295316
674086,0.33490716500720086
677849,0.37151333940841785
664508,0.4171477828037049
759356,0.41169623740361444
668185,0.24387170747193196
672969,0.4186124671947427
699983,0.5039724039360681
662810,0.40165692075565945
707024,0.2921880985003014
663060,0.3889428564584566
739466,0.2589789174849316
759755,0.34710903320357556
669312,0.3997577717059674
663024,0.2614718720956378
658299,0.36054408227065815
670527,0.17448783778647264
658403,0.2700453909369938
708480,0.4194607949486377
683163,0.4015847366457881
656465,0.3095170343925925
686000,0.4022410208023599
662174,0.21915474380967037
748647,0.4143535370412198
658055,0.2678527020874954
748920,0.355530859755005
765801,0.39331026279957154
762643,0.4727856551462504
657992,0.18461633554924464
658270,0.1971668702273557
685945,0.2209063110911035
739280,0.4538205870679752
674233,0.38314955489548697
769170,0.39636061177788867
662568,0.4194568728400597
668200,0.25148119084080556
663016,0.3729879554949226
676421,0.4110650128678756
665646,0.3538269229050348
668116,0.2766119236561519
761103,0.3509680311556665
662915,0.19137775850758276
661090,0.26832894775647725
733900,0.3348140207637278
723174,0.2198871512437855
760464,0.3003170830396319
761592,0.2266520786747903
742057,0.2518613138263552
759460,0.15006816201459722
764881,0.40232515501330185
656081,0.25358922384976884
675378,0.3684460175517519
738320,0.2344910216353724
765224,0.5152264783732099
657351,0.22477350839268948
694935,0.27099132813093174
721085,0.3370888505773441
658028,0.31837897076139265
659732,0.22901971279514427
675401,0.21621130987534692
726234,0.2533310331092539
733551,0.23543110751623803
761316,0.15303714482735303
688991,0.15444232748077014
665516,0.17766603191177885
708463,0.364079530161741
741730,0.23352188052443906
726409,0.448128442946072
719133,0.23246775146250642
685223,0.3336331009175989
719052,0.24616020343683065
694120,0.1858421296595668
755368,0.28210196707533874
741717,0.29284586059282
731079,0.22614176056274013
719048,0.4215638723650499
654797,0.4181508882637436
689189,0.39600687684339864
720137,0.3796769422653084
755456,0.30245536341077794
726293,0.25150663477059104
735185,0.4869128554622673
755082,0.4213457144224864
719369,0.3621301935862947
696157,0.22866729336804137
654131,0.27836940657558146
656815,0.3741186303738873
757029,0.21939292987995057
673338,0.28002090830754867
764929,0.32099323677046965
743413,0.2778667233155079
665039,0.3772915166063769
742395,0.22723017869231316
731100,0.3234503813639978
719376,0.2528989951476947
654491,0.3651074231614151
719367,0.17858628461043768
724758,0.3871344527162044
672220,0.17067982592546
719111,0.3554986962944316
740263,0.39509471874227164
747778,0.4080290509930536
665238,0.41567195474358376
693374,0.3361347584565432
673366,0.4646081812332823
750783,0.45817733184857945
708010,0.3652728082899459
726274,0.3741338577515399
686036,0.3888525815384523
685614,0.09674179467083754
730736,0.37555755796684387
660279,0.5198538378701332
744514,0.2683721573708995
740218,0.24871175575142562
671479,0.3873476742575312
665166,0.1595380427284837
680551,0.4664740694716244
665032,0.23385427838844555
744022,0.4378993017423819
719757,0.4002098246990733
749080,0.3159800316763114
731697,0.2437515039470611
672293,0.1595867229528153
702068,0.36423155955873254
730529,0.5440065079890611
740573,0.28499743657034937
755286,0.14082760415458648
747249,0.45295052563578436
735619,0.43279529323093735
735572,0.38147816036724136
702118,0.35767662905282704
743749,0.22714904255222068
713196,0.4478183210484725
695693,0.3940081880445218
720715,0.39188789948943353
665047,0.15057026410713834
660287,0.22395239868084554
742295,0.22074399370965742
662043,0.24428114542072268
665028,0.413397803347823
740350,0.24632521105013208
726266,0.22402317113398826
656520,0.30946418208474974
687532,0.3927127900692291
672983,0.37567846130960136
660218,0.17723560195301333
672317,0.16808937775689647
742862,0.4026620700258783
740194,0.18100958888740099
719261,0.312467417707142
755624,0.282585953191519
719258,0.27668728139499343
742291,0.35873413260284337
731111,0.33290888527800966
748547,0.149441022399357
665224,0.37587242596658144
735356,0.40810443220095377
744932,0.3847912956360898
719181,0.15977332489461057
756186,0.4343073221314343
735577,0.3874592474462883
719247,0.3239885616947734
660249,0.46955222729492635
731114,0.38228966577991347
689078,0.37611425769461143
655531,0.37037220430143825
655540,0.3297253288275103
748454,0.4114893072251222
709046,0.407934529240359
669264,0.3447557720554184
719781,0.3447350517163154
702271,0.23977291415711527
654764,0.39445752792445254
663158,0.15691003011829358
707175,0.37142669378986626
657596,0.16698450038978668
669667,0.24477449149620317
661823,0.3498946083198764
661806,0.22469870952623813
732908,0.20561385318773015
665290,0.29928629527502715
763465,0.2601181916170584
665245,0.3599708497732133
665183,0.33559426359723527
